Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-3529,3
5.00,-3535,4
10.00,-3527,3
15.00,-3538,2
20.00,-3531,3
25.00,-3527,3
30.00,-3526,2
35.00,-3538,5
40.00,-3531,3
45.00,-3530,2
50.00,-3536,2
55.00,-3538,5
60.00,-3531,2
65.00,-3533,1
70.00,-3536,3
75.00,-3536,2
80.00,-3535,3
85.00,-3541,3
90.00,-3542,4
95.00,-3535,2
100.00,-3537,4
105.00,-3541,5
110.00,-3535,2
115.00,-3531,2
120.00,-3533,4
125.00,-3538,2
130.00,-3543,2
135.00,-3533,2
140.00,-3536,2
145.00,-3540,2
150.00,-3528,3
155.00,-3531,2
160.00,-3527,3
165.00,-3523,2
170.00,-3529,2
175.00,-3520,2
180.00,-3512,2
185.00,-3524,1
190.00,-3523,2
195.00,-3522,3
200.00,-3520,3
205.00,-3531,4
210.00,-3518,2
215.00,-3528,4
220.00,-3530,5
225.00,-3531,3
230.00,-3530,4
235.00,-3528,3
240.00,-3524,2
245.00,-3526,6
250.00,-3529,2
255.00,-3518,4
260.00,-3518,2
265.00,-3526,2
270.00,-3515,5
275.00,-3519,4
280.00,-3522,2
285.00,-3527,2
290.00,-3519,2
295.00,-3514,5
300.00,-3515,2
305.00,-3519,4
310.00,-3519,5
315.00,-3515,4
320.00,-3511,4
325.00,-3517,4
330.00,-3519,4
335.00,-3516,1
340.00,-3521,4
345.00,-3513,3
350.00,-3527,2
355.00,-3519,2
360.00,-3521,2
365.00,-3523,3
370.00,-3513,2
375.00,-3519,2
380.00,-3520,6
385.00,-3524,3
390.00,-3523,4
395.00,-3524,3
400.00,-3520,4
405.00,-3519,5
410.00,-3524,4
415.00,-3519,3
420.00,-3525,3
425.00,-3526,3
430.00,-3526,4
435.00,-3523,4
440.00,-3516,4
445.00,-3525,5
450.00,-3520,4
455.00,-3520,5
460.00,-3526,3
465.00,-3520,0
470.00,-3524,2
475.00,-3524,3
480.00,-3540,2
485.00,-3536,2
490.00,-3533,3
495.00,-3538,2
500.00,-3537,4
505.00,-3533,4
510.00,-3535,2
515.00,-3537,5
520.00,-3538,2
525.00,-3530,3
530.00,-3520,4
535.00,-3537,2
540.00,-3495,2
545.00,-3496,4
550.00,-3498,2
555.00,-3502,2
560.00,-3504,3
565.00,-3500,3
570.00,-3507,2
575.00,-3498,3
580.00,-3493,4
585.00,-3494,2
590.00,-3490,2
595.00,-3500,3
600.00,-3496,4
605.00,-3503,4
610.00,-3506,5
615.00,-3500,1
620.00,-3497,3
625.00,-3514,2
630.00,-3503,2
635.00,-3501,2
640.00,-3497,4
645.00,-3501,1
650.00,-3498,4
655.00,-3493,2
660.00,-3489,5
665.00,-3491,5
670.00,-3496,4
675.00,-3495,3
680.00,-3493,2
685.00,-3497,2
690.00,-3500,5
695.00,-3503,3
700.00,-3498,3
705.00,-3495,3
710.00,-3503,3
715.00,-3493,4
720.00,-3496,4
725.00,-3503,2
730.00,-3500,3
735.00,-3505,3
740.00,-3509,2
745.00,-3496,4
750.00,-3499,4
755.00,-3494,2
760.00,-3504,4
765.00,-3494,3
770.00,-3498,4
775.00,-3497,5
780.00,-3495,4
785.00,-3499,3
790.00,-3490,1
795.00,-3498,2
800.00,-3494,2
805.00,-3505,2
810.00,-3505,4
815.00,-3506,3
820.00,-3508,4
825.00,-3512,5
830.00,-3499,4
835.00,-3503,3
840.00,-3511,3
845.00,-3502,4
850.00,-3505,1
855.00,-3506,5
860.00,-3509,3
865.00,-3501,3
870.00,-3503,3
875.00,-3508,2
880.00,-3500,4
885.00,-3507,4
890.00,-3503,2
895.00,-3511,2
900.00,-3506,2
905.00,-3503,3
910.00,-3496,2
915.00,-3498,2
920.00,-3504,5
925.00,-3510,4
930.00,-3501,2
935.00,-3507,4
940.00,-3506,4
945.00,-3509,2
950.00,-3502,3
955.00,-3513,2
960.00,-3509,4
965.00,-3504,2
970.00,-3500,3
975.00,-3506,4
980.00,-3504,4
985.00,-3501,4
990.00,-3506,3
995.00,-3505,2
1000.00,-3504,2
1005.00,-3509,4
1010.00,-3500,3
1015.00,-3511,2
1020.00,-3504,2
1025.00,-3510,2
1030.00,-3495,1
1035.00,-3489,2
1040.00,-3505,1
1045.00,-3503,3
1050.00,-3495,3
1055.00,-3504,3
1060.00,-3501,4
1065.00,-3505,4
1070.00,-3493,2
1075.00,-3496,2
1080.00,-3499,5
1085.00,-3500,1
1090.00,-3509,1
1095.00,-3492,0
1100.00,-3500,4
1105.00,-3505,4
1110.00,-3501,3
1115.00,-3492,2
1120.00,-3496,1
1125.00,-3498,4
1130.00,-3488,4
1135.00,-3492,6
1140.00,-3498,2
1145.00,-3489,4
1150.00,-3488,2
1155.00,-3493,4
1160.00,-3495,1
1165.00,-3495,3
1170.00,-3498,2
1175.00,-3496,5
1180.00,-3504,3
1185.00,-3494,4
1190.00,-3503,4
1195.00,-3493,2
1200.00,-3492,3
1205.00,-3488,3
1210.00,-3498,4
1215.00,-3501,3
1220.00,-3495,4
1225.00,-3492,4
1230.00,-3486,1
1235.00,-3490,2
1240.00,-3489,3
1245.00,-3491,2
1250.00,-3490,2
1255.00,-3494,2
1260.00,-3498,3
1265.00,-3493,2
1270.00,-3497,2
1275.00,-3486,4
1280.00,-3492,3
1285.00,-3504,4
1290.00,-3499,1
1295.00,-3493,2
1300.00,-3496,3
1305.00,-3492,4
1310.00,-3501,3
