ContainerModel,Ambient_C,Liquid_C,LevelClass,Volume,SourceFile,Index,L_P1_R1C1,L_P1_R1C2,L_P1_R1C3,L_P1_R1C4,L_P1_R1C5,L_P1_R1C6,L_P1_R2C1,L_P1_R2C2,L_P1_R2C3,L_P1_R2C4,L_P1_R2C5,L_P1_R2C6,L_P1_R3C1,L_P1_R3C2,L_P1_R3C3,L_P1_R3C4,L_P1_R3C5,L_P1_R3C6,L_P1_R4C1,L_P1_R4C2,L_P1_R4C3,L_P1_R4C4,L_P1_R4C5,L_P1_R4C6,L_P1_R5C1,L_P1_R5C2,L_P1_R5C3,L_P1_R5C4,L_P1_R5C5,L_P1_R5C6,L_P1_R6C1,L_P1_R6C2,L_P1_R6C3,L_P1_R6C4,L_P1_R6C5,L_P1_R6C6,L_P2_R1C1,L_P2_R1C2,L_P2_R1C3,L_P2_R1C4,L_P2_R1C5,L_P2_R1C6,L_P2_R2C1,L_P2_R2C2,L_P2_R2C3,L_P2_R2C4,L_P2_R2C5,L_P2_R2C6,L_P2_R3C1,L_P2_R3C2,L_P2_R3C3,L_P2_R3C4,L_P2_R3C5,L_P2_R3C6,L_P2_R4C1,L_P2_R4C2,L_P2_R4C3,L_P2_R4C4,L_P2_R4C5,L_P2_R4C6,L_P2_R5C1,L_P2_R5C2,L_P2_R5C3,L_P2_R5C4,L_P2_R5C5,L_P2_R5C6,L_P2_R6C1,L_P2_R6C2,L_P2_R6C3,L_P2_R6C4,L_P2_R6C5,L_P2_R6C6,L_P3a_R1C1,L_P3a_R1C2,L_P3a_R1C3,L_P3a_R1C4,L_P3a_R1C5,L_P3a_R1C6,L_P3a_R2C1,L_P3a_R2C2,L_P3a_R2C3,L_P3a_R2C4,L_P3a_R2C5,L_P3a_R2C6,L_P3a_R3C1,L_P3a_R3C2,L_P3a_R3C3,L_P3a_R3C4,L_P3a_R3C5,L_P3a_R3C6,L_P3a_R4C1,L_P3a_R4C2,L_P3a_R4C3,L_P3a_R4C4,L_P3a_R4C5,L_P3a_R4C6,L_P3a_R5C1,L_P3a_R5C2,L_P3a_R5C3,L_P3a_R5C4,L_P3a_R5C5,L_P3a_R5C6,L_P3a_R6C1,L_P3a_R6C2,L_P3a_R6C3,L_P3a_R6C4,L_P3a_R6C5,L_P3a_R6C6,L_P3b_R1C1,L_P3b_R1C2,L_P3b_R1C3,L_P3b_R1C4,L_P3b_R1C5,L_P3b_R1C6,L_P3b_R2C1,L_P3b_R2C2,L_P3b_R2C3,L_P3b_R2C4,L_P3b_R2C5,L_P3b_R2C6,L_P3b_R3C1,L_P3b_R3C2,L_P3b_R3C3,L_P3b_R3C4,L_P3b_R3C5,L_P3b_R3C6,L_P3b_R4C1,L_P3b_R4C2,L_P3b_R4C3,L_P3b_R4C4,L_P3b_R4C5,L_P3b_R4C6,L_P3b_R5C1,L_P3b_R5C2,L_P3b_R5C3,L_P3b_R5C4,L_P3b_R5C5,L_P3b_R5C6,L_P3b_R6C1,L_P3b_R6C2,L_P3b_R6C3,L_P3b_R6C4,L_P3b_R6C5,L_P3b_R6C6,R_P1_R1C1,R_P1_R1C2,R_P1_R1C3,R_P1_R1C4,R_P1_R1C5,R_P1_R1C6,R_P1_R2C1,R_P1_R2C2,R_P1_R2C3,R_P1_R2C4,R_P1_R2C5,R_P1_R2C6,R_P1_R3C1,R_P1_R3C2,R_P1_R3C3,R_P1_R3C4,R_P1_R3C5,R_P1_R3C6,R_P1_R4C1,R_P1_R4C2,R_P1_R4C3,R_P1_R4C4,R_P1_R4C5,R_P1_R4C6,R_P1_R5C1,R_P1_R5C2,R_P1_R5C3,R_P1_R5C4,R_P1_R5C5,R_P1_R5C6,R_P1_R6C1,R_P1_R6C2,R_P1_R6C3,R_P1_R6C4,R_P1_R6C5,R_P1_R6C6,R_P2_R1C1,R_P2_R1C2,R_P2_R1C3,R_P2_R1C4,R_P2_R1C5,R_P2_R1C6,R_P2_R2C1,R_P2_R2C2,R_P2_R2C3,R_P2_R2C4,R_P2_R2C5,R_P2_R2C6,R_P2_R3C1,R_P2_R3C2,R_P2_R3C3,R_P2_R3C4,R_P2_R3C5,R_P2_R3C6,R_P2_R4C1,R_P2_R4C2,R_P2_R4C3,R_P2_R4C4,R_P2_R4C5,R_P2_R4C6,R_P2_R5C1,R_P2_R5C2,R_P2_R5C3,R_P2_R5C4,R_P2_R5C5,R_P2_R5C6,R_P2_R6C1,R_P2_R6C2,R_P2_R6C3,R_P2_R6C4,R_P2_R6C5,R_P2_R6C6,R_P3a_R1C1,R_P3a_R1C2,R_P3a_R1C3,R_P3a_R1C4,R_P3a_R1C5,R_P3a_R1C6,R_P3a_R2C1,R_P3a_R2C2,R_P3a_R2C3,R_P3a_R2C4,R_P3a_R2C5,R_P3a_R2C6,R_P3a_R3C1,R_P3a_R3C2,R_P3a_R3C3,R_P3a_R3C4,R_P3a_R3C5,R_P3a_R3C6,R_P3a_R4C1,R_P3a_R4C2,R_P3a_R4C3,R_P3a_R4C4,R_P3a_R4C5,R_P3a_R4C6,R_P3a_R5C1,R_P3a_R5C2,R_P3a_R5C3,R_P3a_R5C4,R_P3a_R5C5,R_P3a_R5C6,R_P3a_R6C1,R_P3a_R6C2,R_P3a_R6C3,R_P3a_R6C4,R_P3a_R6C5,R_P3a_R6C6,R_P3b_R1C1,R_P3b_R1C2,R_P3b_R1C3,R_P3b_R1C4,R_P3b_R1C5,R_P3b_R1C6,R_P3b_R2C1,R_P3b_R2C2,R_P3b_R2C3,R_P3b_R2C4,R_P3b_R2C5,R_P3b_R2C6,R_P3b_R3C1,R_P3b_R3C2,R_P3b_R3C3,R_P3b_R3C4,R_P3b_R3C5,R_P3b_R3C6,R_P3b_R4C1,R_P3b_R4C2,R_P3b_R4C3,R_P3b_R4C4,R_P3b_R4C5,R_P3b_R4C6,R_P3b_R5C1,R_P3b_R5C2,R_P3b_R5C3,R_P3b_R5C4,R_P3b_R5C5,R_P3b_R5C6,R_P3b_R6C1,R_P3b_R6C2,R_P3b_R6C3,R_P3b_R6C4,R_P3b_R6C5,R_P3b_R6C6,L_P1_P2_C1,L_P1_P2_C2,L_P1_P2_C3,L_P1_P2_C4,L_P1_P2_C5,L_P1_P2_C6,L_P2_P3a_1,L_P2_P3b_1,L_P2_P3a_2,L_P2_P3b_2,L_P2_P3a_3,L_P2_P3b_3,L_P2_P3_center,L_P3a_P3b_R1,L_P3a_P3b_R2,L_P3a_P3b_R3,L_P3a_P3b_R4,L_P3a_P3b_R5,L_P3a_P3b_R6,R_P1_P2_C1,R_P1_P2_C2,R_P1_P2_C3,R_P1_P2_C4,R_P1_P2_C5,R_P1_P2_C6,R_P2_P3a_1,R_P2_P3b_1,R_P2_P3a_2,R_P2_P3b_2,R_P2_P3a_3,R_P2_P3b_3,R_P2_P3_center,R_P3a_P3b_R1,R_P3a_P3b_R2,R_P3a_P3b_R3,R_P3a_P3b_R4,R_P3a_P3b_R5,R_P3a_P3b_R6,AD1_Temperature_C,AD2_Temperature_C,AD3_Temperature_C,AD4_Temperature_C,AD5_Temperature_C,AD6_Temperature_C,AD7_Temperature_C,AD8_Temperature_C
15ml,24.6,54.2,Mid,15ml,ContainerModel15ml_Tamb24p6C_Tliquid54p2C_LevelclassMid_VET6_8chips_raw_stream_20260529_000253.bin,1,-1.350211,0.658228,-2.493671,1.455696,-2.392405,0.658228,1.696203,-0.392405,3.793249,-0.392405,-0.341772,-0.303797,2.016878,6.848101,-0.084388,-2.497890,0.864979,0.763713,7.345992,15.822785,-1.881857,1.333333,3.578059,-0.810127,1.388186,-0.835443,-0.493671,-21.645570,1.320675,-0.594937,57.881857,97.367089,0.818565,-8.481013,39.987342,-0.118143,-13604.527426,-12869.700422,-11935.367089,-10282.751055,-8064.645570,-9866.603376,-2754.957806,-3244.797468,-4021.814346,-1895.839662,-383.776371,-178.936709,-16.312236,-36.443038,-54.810127,-27.329114,-12.535865,-9.316456,1.915612,0.063291,-0.843882,0.978903,0.025316,0.004219,-1.932489,0.143460,-3.037975,0.101266,0.244726,1.088608,-0.270042,-1.164557,2.713080,0.805907,0.725738,0.827004,0.092827,-1.801688,-2.759494,0.147679,0.265823,0.156118,-0.877637,0.092827,22.434599,9.924051,-1.021097,1.037975,-1.835443,-0.924051,10.156118,1.940928,0.029536,-0.810127,-0.565401,1.489451,44.451477,14.991561,0.582278,-1.645570,-0.873418,-1.966245,54.202532,7.666667,0.016878,-0.025316,0.265823,-1.687764,-1.109705,-0.037975,1.151899,2.063291,0.295359,0.312236,1.253165,-0.835443,-0.907173,0.274262,0.000000,-1.008439,1.033755,109.864979,15.717300,-0.919831,-1.755274,0.181435,0.168776,-21.616034,-2.797468,1.215190,1.308017,0.337553,0.308017,-0.700422,0.265823,-0.717300,-0.223629,-0.223629,-0.101266,-1.101266,-1.295359,-0.113924,0.004219,-0.004219,-0.033755,-61.118143,19.046414,1.016878,-1.869198,1.139241,-0.877637,2.168776,-1.789030,1.088608,1.886076,-1.227848,-1.168776,-1.202532,-2.286920,-1.253165,-1.071730,8.375527,0.046414,1.780591,6.835443,1.240506,0.459916,-0.270042,-0.603376,-32.367089,-0.282700,-1.434599,-1.915612,-1.932489,-0.025316,-1.945148,0.130802,-1.953586,-3.185654,0.746835,-1.067511,-3.215190,-2.227848,0.734177,-10810.843882,-7192.126582,-5009.953586,-3716.991561,-2534.852321,-6812.907173,-13993.042194,-7146.113924,-7211.936709,-6321.004219,-7416.995781,-16522.016878,-65.620253,-103.472574,-225.147679,-265.075949,-551.556962,-2412.544304,0.312236,1.451477,0.240506,-0.645570,-0.776371,0.362869,-0.042194,-1.978903,1.004219,-0.962025,-2.016878,-0.059072,0.295359,0.497890,-1.691983,-2.632911,0.350211,0.388186,-0.379747,-1.552743,1.616034,1.531646,-0.405063,-0.405063,-1.130802,-0.160338,-1.295359,0.759494,-0.219409,-0.113924,-0.341772,-0.194093,-1.210970,-0.261603,0.805907,-0.383966,-1.084388,-0.029536,-2.029536,0.877637,-1.143460,0.932489,-0.299578,-0.510549,-0.443038,2.700422,-0.438819,0.620253,-1.084388,-1.126582,0.860759,-2.248945,0.721519,-1.189873,0.434599,0.371308,3.409283,-2.506329,0.371308,0.468354,-1.109705,0.776371,-3.236287,-0.257384,-0.156118,0.755274,0.143460,0.016878,-0.898734,-1.864979,0.063291,-2.729958,-0.751055,1.371308,-1.624473,1.189873,0.388186,-0.704641,0.970464,-0.919831,-0.940928,-1.848101,1.139241,0.021097,0.029536,1.004219,0.084388,-0.949367,1.033755,-0.008439,-6696.847502,-6462.641949,-4779.774548,-4921.756889,-4236.188259,-4751.428583,-0.117522,0.758507,-0.358628,0.528744,1.069821,0.925978,1.133810,0.323488,0.421238,-0.956399,-0.154008,-0.139241,0.647679,-5049.222196,-3953.482445,-2010.838673,-1743.251367,-1385.392093,-2983.855108,0.720090,-0.977310,0.022997,0.372468,-1.000815,1.582428,-1.274269,-0.194093,-0.402954,0.056259,0.325598,0.560478,-0.121660,28.610215,44.048127,32.156089,34.521485,25.470907,32.970700,24.066578,25.585219
15ml,24.6,54.2,Mid,15ml,ContainerModel15ml_Tamb24p6C_Tliquid54p2C_LevelclassMid_VET6_8chips_raw_stream_20260529_000253.bin,2,-0.350211,-0.341772,-0.493671,-0.544304,-0.392405,1.658228,-0.303797,-0.392405,-2.206751,-1.392405,0.658228,0.696203,2.016878,7.848101,-1.084388,0.502110,0.864979,-0.236287,5.345992,15.822785,-0.881857,1.333333,2.578059,-1.810127,1.388186,0.164557,-0.493671,-18.645570,-1.679325,-0.594937,58.881857,99.367089,0.818565,-6.481013,35.987342,0.881857,-13685.527426,-12874.700422,-11947.367089,-10291.751055,-8074.645570,-9860.603376,-2753.957806,-3277.797468,-3999.814346,-1878.839662,-384.776371,-178.936709,-16.312236,-37.443038,-55.810127,-24.329114,-13.535865,-10.316456,-0.084388,-0.936709,0.156118,-1.021097,-0.974684,0.004219,0.067511,0.143460,-0.037975,1.101266,-1.755274,0.088608,0.729958,-1.164557,-1.286920,0.805907,0.725738,-0.172996,0.092827,-0.801688,-0.759494,1.147679,0.265823,0.156118,1.122363,0.092827,20.434599,5.924051,-0.021097,1.037975,-0.835443,1.075949,12.156118,1.940928,-0.970464,-0.810127,-2.565401,-1.510549,45.451477,11.991561,0.582278,0.354430,0.126582,1.033755,52.202532,10.666667,0.016878,-2.025316,0.265823,-0.687764,-0.109705,-1.037975,-0.848101,0.063291,0.295359,0.312236,0.253165,-0.835443,0.092827,-0.725738,-1.000000,0.991561,1.033755,106.864979,15.717300,1.080169,-0.755274,2.181435,-0.831224,-19.616034,0.202532,-0.784810,0.308017,0.337553,0.308017,0.299578,1.265823,-0.717300,-1.223629,-0.223629,-1.101266,-1.101266,-2.295359,-1.113924,-0.995781,-1.004219,-1.033755,-59.118143,20.046414,0.016878,0.130802,1.139241,-1.877637,-0.831224,-0.789030,1.088608,-2.113924,-1.227848,-1.168776,-1.202532,-0.286920,-0.253165,-1.071730,6.375527,-2.953586,1.780591,4.835443,0.240506,-1.540084,-2.270042,-0.603376,-33.367089,0.717300,-0.434599,0.084388,0.067511,-0.025316,-0.945148,-0.869198,-0.953586,-1.185654,-3.253165,-1.067511,-1.215190,-0.227848,-0.265823,-10809.843882,-7209.126582,-5000.953586,-3720.991561,-2529.852321,-6815.907173,-13978.042194,-7143.113924,-7210.936709,-6327.004219,-7416.995781,-16521.016878,-64.620253,-101.472574,-221.147679,-266.075949,-547.556962,-2416.544304,-2.687764,-0.548523,-0.759494,0.354430,-0.776371,0.362869,-0.042194,0.021097,0.004219,-0.962025,-0.016878,0.940928,0.295359,-1.502110,0.308017,0.367089,-1.649789,1.388186,0.620253,1.447257,-1.383966,1.531646,-0.405063,1.594937,-1.130802,-1.160338,0.704641,-2.240506,0.780591,-0.113924,-3.341772,-0.194093,-0.210970,1.738397,0.805907,-0.383966,-0.084388,-2.029536,0.970464,-2.122363,0.856540,-2.067511,0.700422,-0.510549,2.556962,1.700422,-1.438819,-0.379747,0.915612,0.873418,0.860759,0.751055,-2.278481,-1.189873,0.434599,0.371308,-1.590717,1.493671,0.371308,0.468354,-0.109705,1.776371,0.763713,-1.257384,-0.156118,0.755274,0.143460,0.016878,0.101266,0.135021,-0.936709,-1.729958,-0.751055,1.371308,2.375527,2.189873,-0.611814,-0.704641,-2.029536,0.080169,2.059072,1.151899,0.139241,-1.978903,-0.970464,0.004219,-0.915612,-0.949367,-0.966245,0.991561,-6729.242564,-6471.746888,-4784.194301,-4925.948247,-4242.496901,-4750.002657,0.676587,0.412675,-0.243008,0.413125,-0.518398,0.131868,-0.050305,0.156821,0.087904,-0.289733,-0.320675,-0.972574,-0.852321,-5050.092567,-3961.612075,-2007.425092,-1743.362479,-1382.780981,-2984.768688,0.547174,0.147907,-0.514525,-0.280674,0.607915,-0.178708,0.613817,0.639241,0.263713,-0.443741,-1.341069,-1.272855,-1.121660,28.441215,44.191127,32.156089,34.560485,25.457907,32.996700,24.040578,25.559219
15ml,24.6,54.2,Mid,15ml,ContainerModel15ml_Tamb24p6C_Tliquid54p2C_LevelclassMid_VET6_8chips_raw_stream_20260529_000253.bin,3,0.649789,-0.341772,-1.493671,-1.544304,-1.392405,1.658228,-2.303797,-0.392405,0.793249,0.607595,-2.341772,1.696203,2.016878,5.848101,-0.084388,-1.497890,0.864979,-0.236287,6.345992,16.822785,2.118143,2.333333,2.578059,1.189873,0.388186,-0.835443,-0.493671,-18.645570,-0.679325,0.405063,54.881857,100.367089,-1.181435,-9.481013,36.987342,-0.118143,-13689.527426,-12886.700422,-11955.367089,-10276.751055,-8068.645570,-9856.603376,-2753.957806,-3255.797468,-3995.814346,-1885.839662,-380.776371,-175.936709,-16.312236,-36.443038,-55.810127,-26.329114,-9.535865,-6.316456,-0.084388,0.063291,2.156118,1.978903,-0.974684,0.004219,0.067511,-0.856540,-1.037975,-0.898734,2.244726,0.088608,-0.270042,-0.164557,0.713080,0.805907,-1.274262,0.827004,0.092827,0.198312,-0.759494,2.147679,0.265823,-0.843882,0.122363,2.092827,23.434599,7.924051,0.978903,0.037975,-0.835443,-1.924051,9.156118,-0.059072,1.029536,-2.810127,0.434599,1.489451,43.451477,13.991561,0.582278,0.354430,2.126582,-0.966245,53.202532,11.666667,-2.983122,-0.025316,0.265823,1.312236,-1.109705,-1.037975,2.151899,0.063291,0.295359,0.312236,-1.746835,0.164557,-1.907173,-1.725738,-1.000000,0.991561,-0.966245,107.864979,14.717300,-0.919831,-0.755274,0.181435,-0.831224,-18.616034,0.202532,0.215190,-0.691983,0.337553,0.308017,-2.700422,0.265823,2.282700,-1.223629,-1.223629,-1.101266,-1.101266,-0.295359,1.886076,0.004219,1.995781,-0.033755,-58.118143,20.046414,2.016878,0.130802,1.139241,-0.877637,-1.831224,-1.789030,0.088608,-1.113924,1.772152,-2.168776,-1.202532,0.713080,0.746835,0.928270,7.375527,1.046414,1.780591,3.835443,1.240506,0.459916,0.729958,-1.603376,-35.367089,-0.282700,-0.434599,-2.915612,0.067511,-0.025316,2.054852,0.130802,0.046414,1.814346,0.746835,-1.067511,-1.215190,-1.227848,-2.265823,-10784.843882,-7193.126582,-4998.953586,-3720.991561,-2533.852321,-6789.907173,-14005.042194,-7144.113924,-7220.936709,-6306.004219,-7431.995781,-16529.016878,-63.620253,-101.472574,-225.147679,-267.075949,-549.556962,-2409.544304,0.312236,2.451477,1.240506,1.354430,1.223629,2.362869,-0.042194,-1.978903,-0.995781,1.037975,-1.016878,0.940928,-0.704641,0.497890,-0.691983,-0.632911,2.350211,-0.611814,1.620253,-1.552743,-0.383966,-1.468354,0.594937,-1.405063,0.869198,-1.160338,-1.295359,0.759494,-0.219409,0.886076,-0.341772,-0.194093,-0.210970,0.738397,-2.194093,0.616034,0.915612,0.970464,-0.029536,1.877637,0.856540,0.932489,-0.299578,-0.510549,-1.443038,-0.299578,0.561181,0.620253,-1.084388,-0.126582,-1.139241,0.751055,2.721519,-1.189873,0.434599,-0.628692,-1.590717,0.493671,-0.628692,0.468354,-0.109705,-1.223629,1.763713,-0.257384,-0.156118,0.755274,3.143460,0.016878,2.101266,-1.864979,0.063291,0.270042,0.248945,0.371308,-0.624473,0.189873,0.388186,1.295359,-0.029536,1.080169,1.059072,-1.848101,1.139241,-0.978903,0.029536,-0.995781,0.084388,-0.949367,1.033755,-1.008439,-6733.538860,-6476.950591,-4788.404178,-4920.442074,-4238.503073,-4748.107595,0.763046,0.346727,-0.089867,-0.240017,-0.001912,-0.438103,0.337781,-0.343179,-0.412096,-1.123066,-0.320675,-0.472574,-0.185654,-5036.882690,-3950.821951,-2006.227562,-1743.856306,-1384.787154,-2975.632885,-0.748698,0.142122,0.176138,0.641229,-0.827899,-0.746417,-0.590154,-0.194093,0.097046,1.556259,0.492264,0.393812,-0.288326,28.337215,44.061127,32.078089,34.443485,25.561907,32.918700,24.170578,25.689219
15ml,24.6,54.2,Mid,15ml,ContainerModel15ml_Tamb24p6C_Tliquid54p2C_LevelclassMid_VET6_8chips_raw_stream_20260529_000253.bin,4,-0.350211,0.658228,0.506329,0.455696,-1.392405,-1.341772,-0.303797,0.607595,0.793249,-1.392405,-0.341772,0.696203,2.016878,5.848101,-0.084388,0.502110,0.864979,-0.236287,7.345992,16.822785,-0.881857,1.333333,2.578059,-0.810127,0.388186,-0.835443,-0.493671,-17.645570,-2.679325,-0.594937,55.881857,99.367089,-1.181435,-7.481013,38.987342,-1.118143,-13693.527426,-12883.700422,-11966.367089,-10282.751055,-8080.645570,-9850.603376,-2750.957806,-3269.797468,-3971.814346,-1878.839662,-380.776371,-178.936709,-14.312236,-37.443038,-54.810127,-27.329114,-12.535865,-7.316456,-0.084388,2.063291,1.156118,-1.021097,0.025316,0.004219,-1.932489,0.143460,-0.037975,0.101266,-0.755274,1.088608,0.729958,0.835443,-0.286920,0.805907,-1.274262,-0.172996,0.092827,0.198312,1.240506,1.147679,-0.734177,0.156118,-1.877637,0.092827,23.434599,8.924051,0.978903,-0.962025,-0.835443,0.075949,10.156118,1.940928,-1.970464,2.189873,1.434599,-0.510549,45.451477,14.991561,-1.417722,0.354430,-1.873418,0.033755,51.202532,9.666667,0.016878,0.974684,-0.734177,2.312236,-1.109705,0.962025,1.151899,2.063291,0.295359,0.312236,0.253165,0.164557,0.092827,-0.725738,2.000000,-0.008439,-1.966245,106.864979,14.717300,1.080169,-0.755274,0.181435,-0.831224,-20.616034,0.202532,-1.784810,0.308017,1.337553,1.308017,1.299578,0.265823,0.282700,-0.223629,-1.223629,0.898734,-0.101266,-0.295359,-2.113924,0.004219,-1.004219,-0.033755,-57.118143,17.046414,0.016878,-1.869198,-0.860759,1.122363,0.168776,-0.789030,-0.911392,-0.113924,-1.227848,-0.168776,0.797468,0.713080,-0.253165,0.928270,7.375527,-2.953586,2.780591,2.835443,-0.759494,-1.540084,-1.270042,0.396624,-32.367089,0.717300,-1.434599,-1.915612,-1.932489,-1.025316,-0.945148,-0.869198,0.046414,-0.185654,-1.253165,-1.067511,1.784810,1.772152,-0.265823,-10814.843882,-7183.126582,-4993.953586,-3714.991561,-2528.852321,-6797.907173,-14011.042194,-7169.113924,-7217.936709,-6310.004219,-7426.995781,-16513.016878,-65.620253,-101.472574,-225.147679,-262.075949,-551.556962,-2404.544304,-0.687764,0.451477,0.240506,0.354430,2.223629,0.362869,-0.042194,-1.978903,-1.995781,-0.962025,0.983122,-2.059072,-1.704641,0.497890,0.308017,1.367089,0.350211,-1.611814,1.620253,1.447257,1.616034,-0.468354,-1.405063,-0.405063,-1.130802,-1.160338,0.704641,0.759494,0.780591,-0.113924,-1.341772,-0.194093,-1.210970,-0.261603,0.805907,-0.383966,-0.084388,-2.029536,-1.029536,0.877637,0.856540,2.932489,-0.299578,1.489451,-0.443038,-0.299578,-0.438819,-0.379747,-0.084388,-3.126582,-0.139241,-0.248945,-0.278481,-1.189873,0.434599,0.371308,-0.590717,0.493671,-0.628692,0.468354,1.890295,-0.223629,-0.236287,1.742616,-0.156118,0.755274,1.143460,0.016878,-0.898734,0.135021,-0.936709,1.270042,-0.751055,1.371308,0.375527,0.189873,-0.611814,0.295359,-1.029536,0.080169,0.059072,1.151899,0.139241,1.021097,0.029536,0.004219,0.084388,2.050633,-1.966245,-1.008439,-6734.545033,-6476.444418,-4792.718993,-4923.034667,-4242.910481,-4747.089076,0.730072,0.260269,0.141372,-0.355636,0.117520,-0.041048,0.245723,0.323488,0.421238,0.376934,0.345992,0.360759,0.814346,-5048.932073,-3950.772569,-2004.122623,-1739.455071,-1380.688389,-2977.250169,-0.987562,0.783826,-0.592623,0.141229,0.139127,-0.799901,0.501904,0.305907,0.597046,0.722925,0.492264,-0.106188,-0.621660,28.441215,44.243127,32.026089,34.469485,25.483907,33.022700,24.066578,25.585219
15ml,24.6,54.2,Mid,15ml,ContainerModel15ml_Tamb24p6C_Tliquid54p2C_LevelclassMid_VET6_8chips_raw_stream_20260529_000253.bin,5,1.649789,0.658228,0.506329,1.455696,-0.392405,-1.341772,2.696203,0.607595,2.793249,0.607595,-1.341772,0.696203,2.016878,4.848101,-1.084388,3.502110,0.864979,-0.236287,5.345992,15.822785,0.118143,0.333333,1.578059,1.189873,2.388186,-2.835443,0.506329,-19.645570,-0.679325,-0.594937,59.881857,99.367089,-2.181435,-8.481013,36.987342,-0.118143,-13675.527426,-12889.700422,-11993.367089,-10282.751055,-8077.645570,-9854.603376,-2750.957806,-3258.797468,-3944.814346,-1877.839662,-380.776371,-179.936709,-15.312236,-36.443038,-55.810127,-24.329114,-11.535865,-9.316456,-1.084388,1.063291,0.156118,-0.021097,0.025316,1.004219,0.067511,0.143460,-1.037975,0.101266,-1.755274,0.088608,0.729958,-0.164557,-1.286920,0.805907,-0.274262,0.827004,0.092827,1.198312,-1.759494,-0.852321,0.265823,-0.843882,0.122363,0.092827,21.434599,9.924051,0.978903,-0.962025,2.164557,1.075949,11.156118,0.940928,0.029536,0.189873,0.434599,-1.510549,43.451477,14.991561,1.582278,-0.645570,-1.873418,-1.966245,53.202532,9.666667,0.016878,-2.025316,-0.734177,1.312236,-0.109705,-1.037975,2.151899,1.063291,0.295359,1.312236,0.253165,2.164557,1.092827,0.274262,0.000000,-2.008439,0.033755,106.864979,14.717300,-0.919831,-0.755274,-0.818565,-1.831224,-19.616034,-1.797468,-0.784810,-1.691983,-0.662447,-2.691983,-0.700422,0.265823,1.282700,-3.223629,0.776371,-1.101266,-0.101266,-1.295359,-1.113924,0.004219,-0.004219,-0.033755,-58.118143,18.046414,2.016878,-1.869198,1.139241,0.122363,-0.831224,-1.789030,0.088608,-1.113924,-1.227848,-2.168776,0.797468,-1.286920,1.746835,-0.071730,7.375527,-1.953586,1.780591,3.835443,-0.759494,0.459916,-0.270042,-0.603376,-36.367089,-2.282700,0.565401,-0.915612,-1.932489,-0.025316,0.054852,-1.869198,0.046414,-0.185654,1.746835,1.932489,0.784810,-0.227848,-0.265823,-10801.843882,-7194.126582,-4991.953586,-3713.991561,-2532.852321,-6794.907173,-13998.042194,-7159.113924,-7204.936709,-6308.004219,-7428.995781,-16528.016878,-65.620253,-99.472574,-225.147679,-265.075949,-549.556962,-2417.544304,-0.687764,-0.548523,0.240506,-0.645570,-0.776371,-0.637131,-1.042194,1.021097,-0.995781,1.037975,-0.016878,-0.059072,-3.704641,-1.502110,-1.691983,-0.632911,0.350211,-2.611814,-0.379747,1.447257,-0.383966,-0.468354,-1.405063,1.594937,-0.130802,0.839662,1.704641,-1.240506,-0.219409,-0.113924,0.658228,2.805907,0.789030,-0.261603,0.805907,-2.383966,0.915612,-1.029536,-1.029536,-1.122363,-0.143460,0.932489,0.700422,2.489451,-0.443038,-0.299578,-3.438819,-0.379747,-0.084388,0.873418,-2.139241,-0.248945,0.721519,0.810127,0.434599,-0.628692,0.409283,-0.506329,-0.628692,-0.531646,-0.109705,0.776371,-0.236287,-2.257384,0.843882,0.755274,0.143460,0.016878,1.101266,3.135021,-2.936709,0.270042,-0.751055,2.371308,0.375527,-0.810127,-0.611814,-0.704641,-2.029536,-0.919831,1.059072,1.151899,0.139241,-0.978903,0.029536,1.004219,-0.915612,2.050633,1.033755,0.991561,-6726.310465,-6476.678986,-4804.052326,-4923.337136,-4242.608012,-4748.194015,-0.031064,0.293243,0.025753,0.528744,-0.796021,0.561897,-0.254277,-0.343179,-0.412096,-0.456399,-1.654008,-2.139241,-0.518987,-5044.506147,-3952.698495,-2001.918920,-1740.047664,-1383.095796,-2976.639058,-1.954588,-0.183200,-1.361384,-0.358771,-0.272653,-0.919333,-0.274269,0.639241,0.263713,-0.610408,-0.341069,-0.772855,-0.121660,28.519215,44.256127,32.104089,34.313485,25.561907,32.853700,24.157578,25.663219
