Time(ms),TactileRaw(16bit),GroundRef(16bit)
0.00,-6088,1
5.00,-6098,2
10.00,-6097,2
15.00,-6090,5
20.00,-6095,4
25.00,-6094,2
30.00,-6099,4
35.00,-6094,2
40.00,-6097,4
45.00,-6089,2
50.00,-6088,4
55.00,-6097,2
60.00,-6095,3
65.00,-6097,4
70.00,-6094,1
75.00,-6093,3
80.00,-6098,0
85.00,-6110,2
90.00,-6100,3
95.00,-6102,2
100.00,-6098,4
105.00,-6095,3
110.00,-6102,4
115.00,-6104,2
120.00,-6104,2
125.00,-6100,2
130.00,-6094,3
135.00,-6095,3
140.00,-6094,2
145.00,-6095,2
150.00,-6098,2
155.00,-6106,4
160.00,-6096,2
165.00,-6101,2
170.00,-6098,3
175.00,-6101,2
180.00,-6104,1
185.00,-6098,2
190.00,-6105,5
195.00,-6098,1
200.00,-6103,3
205.00,-6107,2
210.00,-6107,3
215.00,-6107,2
220.00,-6106,1
225.00,-6101,2
230.00,-6107,2
235.00,-6104,3
240.00,-6108,2
245.00,-6103,3
250.00,-6104,3
255.00,-6096,3
260.00,-6099,2
265.00,-6110,1
270.00,-6101,2
275.00,-6098,4
280.00,-6099,1
285.00,-6099,2
290.00,-6094,2
295.00,-6097,2
300.00,-6110,3
305.00,-6106,2
310.00,-6101,2
315.00,-6097,3
320.00,-6100,2
325.00,-6102,0
330.00,-6099,1
335.00,-6096,2
340.00,-6092,2
345.00,-6093,5
350.00,-6098,2
355.00,-6095,2
360.00,-6101,2
365.00,-6101,2
370.00,-6102,2
375.00,-6097,2
380.00,-6101,2
385.00,-6098,3
390.00,-6101,3
395.00,-6105,2
400.00,-6104,4
405.00,-6107,1
410.00,-6095,2
415.00,-6108,2
420.00,-6098,4
425.00,-6097,2
430.00,-6101,2
435.00,-6104,3
440.00,-6107,3
445.00,-6096,2
450.00,-6106,2
455.00,-6091,2
460.00,-6093,3
465.00,-6097,1
470.00,-6096,2
475.00,-6095,2
480.00,-6092,4
485.00,-6095,2
490.00,-6104,5
495.00,-6104,2
500.00,-6101,2
505.00,-6101,4
510.00,-6098,2
515.00,-6089,2
520.00,-6089,2
525.00,-6089,2
530.00,-6098,2
535.00,-6101,2
540.00,-6098,2
545.00,-6101,2
550.00,-6104,5
555.00,-6104,2
560.00,-6103,0
565.00,-6101,2
570.00,-6092,3
575.00,-6095,2
580.00,-6093,2
585.00,-6095,1
590.00,-6096,1
595.00,-6095,2
600.00,-6099,3
605.00,-6100,3
610.00,-6102,3
615.00,-6098,2
620.00,-6088,5
625.00,-6090,2
630.00,-6101,2
635.00,-6104,3
640.00,-6101,4
645.00,-6097,2
650.00,-6095,2
655.00,-6092,4
660.00,-6098,2
665.00,-6098,4
