Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-5,8,2,4,0,3,-7,6,5,1,-2,1,-6,8,1,3,0,1,-5,7,0,5,-3,4,-6,7,0,3,-3,2,-4,6,3,3,-1,1,-2
1,-4,7,1,5,0,2,-5,8,1,3,0,2,-5,6,3,2,1,2,-5,7,-1,4,-1,4,-5,6,2,4,0,2,-5,6,0,4,-1,3,-1
2,-5,9,2,2,-3,2,-3,6,2,2,-3,2,-5,6,0,4,-2,2,-5,9,4,2,-2,1,-5,9,1,4,0,1,-5,6,3,2,0,1,-3
3,-4,9,3,1,-1,1,-5,9,0,4,-3,1,-5,8,3,3,-2,4,-4,6,1,1,-2,3,-4,6,3,1,-1,2,-5,8,2,4,-1,2,-1
4,-5,6,3,4,-3,2,-5,8,3,4,-2,2,-5,6,0,4,-1,2,-4,7,2,4,1,4,-6,5,6,4,-2,5,-5,6,3,4,-1,2,-2
5,-5,8,2,4,0,3,-5,7,3,1,0,1,-4,8,2,3,-1,3,-5,6,0,4,-2,2,-5,8,1,3,-3,3,-5,8,0,3,-2,4,-1
6,-5,6,3,3,-1,3,-3,6,2,4,-1,4,-5,8,3,4,-1,4,-5,6,2,2,-2,1,-5,9,3,4,-3,2,-5,7,0,3,-3,1,-2
7,-5,5,-1,3,-4,4,-7,7,1,4,-2,4,-6,6,2,4,-1,1,-6,9,3,1,-1,1,-5,7,2,2,-1,1,-6,6,3,3,-3,2,-2
8,-7,9,2,5,0,0,-6,7,0,6,1,2,-6,8,3,6,-2,2,-3,8,2,3,0,3,-7,9,0,4,0,2,-5,9,1,4,-2,4,0
9,-5,7,3,4,0,1,-4,6,1,3,-3,1,-5,8,0,3,0,3,-6,8,3,3,0,2,-3,7,3,2,0,0,-6,7,1,3,0,1,-2
10,-5,7,0,4,-1,2,-5,8,0,3,0,2,-7,8,4,2,-3,3,-5,6,3,1,-3,4,-6,7,3,2,0,4,-5,8,3,4,0,4,-1
11,-4,7,1,4,-3,1,-4,9,2,5,0,2,-5,8,2,4,0,3,-6,8,0,3,-3,2,-5,7,3,2,-2,1,-3,6,1,1,-2,2,1
12,-6,6,3,3,0,2,-5,7,3,1,-2,1,-5,7,2,2,-3,2,-6,6,3,3,-1,2,-6,6,2,2,-3,3,-5,8,3,4,0,2,-2
13,-5,9,0,2,0,2,-6,7,3,3,0,2,-4,6,2,4,0,2,-2,7,1,4,-1,3,-4,8,3,3,-2,2,-5,5,0,5,0,4,-1
14,-6,8,1,4,-1,3,-5,7,3,4,0,1,-6,7,1,1,0,2,-5,6,0,4,0,1,-3,8,5,4,0,5,-3,6,1,3,-3,1,-1
15,-5,6,0,5,-2,5,-5,6,3,1,-1,3,-5,7,3,3,-3,2,-5,8,0,3,-2,1,-7,8,1,2,0,4,-4,6,3,2,0,3,-3
16,-5,7,3,3,-3,1,-3,8,2,1,-1,4,-7,8,3,1,-2,4,-4,9,4,2,-1,4,-4,9,0,4,-2,3,-5,9,3,4,-1,4,-2
17,-5,12,3,4,2,3,-5,6,3,1,-1,3,-5,8,1,3,1,5,-5,5,1,4,-3,1,-4,9,1,4,0,3,-4,9,3,4,0,3,0
18,-2,8,2,4,-3,3,-5,7,3,2,0,-1,-5,7,2,1,-2,2,-5,8,1,1,0,4,-5,8,3,3,0,4,-6,6,0,4,0,3,-2
19,-5,9,2,4,1,5,-5,7,3,1,-3,4,-5,8,3,1,-1,1,-5,8,3,5,-4,2,-5,6,2,4,-1,3,-7,8,2,4,1,1,-1
20,-5,8,2,2,0,3,-5,7,0,3,-1,-1,-5,7,3,4,-2,1,-4,9,2,0,-3,3,-5,8,2,1,1,4,-5,9,0,4,-3,1,-2
21,-5,7,1,4,0,3,-5,6,3,3,-3,3,-5,10,2,4,0,5,-4,6,2,4,-2,3,-5,8,2,5,-3,3,-6,8,2,1,1,3,0
22,-5,8,2,2,-1,3,-5,7,3,2,-2,3,-6,8,3,1,0,4,-4,9,0,3,-2,3,-4,8,3,1,-1,1,-7,7,1,3,-2,4,-1
23,-4,6,2,3,-1,4,-6,6,1,3,-3,4,-4,7,1,3,0,2,-5,9,1,2,0,2,-6,6,2,3,-2,3,-5,9,1,3,0,4,0
24,-4,7,0,4,-2,4,-2,5,1,4,-1,4,-5,7,3,3,0,2,-5,6,2,3,-2,4,-3,7,3,4,0,3,-5,7,3,3,-2,2,-1
25,-5,8,2,1,-3,2,-4,5,2,3,-2,2,-5,8,2,3,-3,3,-6,8,2,4,1,0,-3,8,3,4,-1,3,-5,6,1,4,0,2,0
26,-3,8,3,3,-1,1,-7,8,3,4,-1,1,-4,9,2,4,-3,4,-3,8,3,1,0,3,-5,9,0,4,0,3,-6,8,0,4,0,1,-3
27,-5,6,3,1,-3,1,-5,8,3,2,0,1,-5,7,1,4,-3,3,-7,6,3,3,-3,3,-4,6,2,3,3,4,-5,5,2,4,-2,4,-1
28,-3,9,3,4,-2,3,-5,9,2,4,-2,4,-3,7,4,4,0,3,-5,6,0,5,-3,2,-6,9,2,3,-2,3,-5,8,2,6,0,2,-2
29,-4,6,1,2,-1,2,-4,9,2,3,-2,3,-5,9,4,3,-3,2,-4,9,1,2,-3,0,-5,7,2,3,-2,3,-7,6,1,4,0,1,-2
30,-5,6,3,2,-2,4,-5,6,3,1,-1,1,-3,6,3,4,0,3,-5,7,3,1,-3,4,-5,8,3,2,-1,3,-5,9,3,2,-2,1,0
31,-6,9,3,2,0,4,-4,7,1,4,-2,2,-4,8,1,3,0,4,-5,6,2,4,-3,2,-5,6,2,1,-1,3,-2,10,0,2,-3,1,-1
32,-4,10,2,4,0,1,-4,5,1,4,0,1,-5,6,3,2,0,3,-6,8,1,3,-1,2,-5,8,0,2,-1,1,-4,8,3,4,-3,2,-2
33,-5,8,3,1,-1,4,-4,6,3,3,-1,1,-4,7,1,1,-2,1,-5,9,2,5,2,1,-5,9,0,4,-3,2,-7,8,0,4,0,4,-2
34,-6,8,2,3,0,1,-4,9,3,1,-3,3,-5,9,0,2,-2,2,-5,8,2,0,-2,0,-5,8,3,4,-2,1,-5,9,0,4,0,1,-2
35,-5,8,2,4,-2,1,-5,6,3,3,-1,3,-7,7,3,3,-2,3,-7,9,2,3,0,3,-5,6,3,2,0,3,-5,7,3,4,1,3,-2
36,-5,9,0,2,0,3,-5,8,3,3,-1,4,-5,7,1,3,-1,1,-6,6,2,3,-2,1,-3,7,1,4,-1,3,-5,9,2,4,-1,2,-2
37,-5,8,2,3,0,1,-5,6,2,5,-3,2,-5,8,3,4,-1,3,-5,7,1,4,0,4,-6,6,0,4,0,1,-3,9,3,3,-1,2,-1
38,-2,6,1,1,-3,4,-5,9,3,5,-5,3,-5,8,1,5,-2,3,-5,7,1,1,0,3,-5,9,2,4,0,0,-6,6,3,4,-1,1,-2
39,-5,5,2,2,0,1,-4,7,2,4,0,2,-5,8,3,3,0,4,-5,7,2,2,1,2,-5,6,2,4,-2,2,-5,9,2,4,-3,2,-1
40,-6,9,2,2,3,3,-5,7,3,3,-2,1,-7,6,0,4,-3,3,-4,10,3,5,-1,1,-5,8,2,3,0,4,-5,7,2,3,-3,1,0
41,-8,10,2,1,-3,4,-5,9,1,4,-1,4,-5,7,0,4,-1,3,-4,6,2,2,0,1,-6,9,3,4,0,3,-5,8,1,1,-2,1,-2
42,-5,9,1,5,-1,2,-4,5,1,2,0,2,-5,8,2,2,0,2,-5,9,3,3,-1,4,-6,6,1,2,-2,2,-5,9,2,3,-3,2,-3
43,-7,6,2,4,0,2,-5,9,2,3,0,2,-4,6,3,3,1,3,-7,8,3,2,-2,2,-5,8,1,4,0,1,-5,7,2,4,-3,2,-3
44,-4,6,3,3,-3,1,-5,6,3,2,1,4,-5,8,3,5,0,4,-7,7,1,3,0,1,-5,8,1,2,-2,3,-6,6,2,3,0,2,-1
45,-4,6,3,3,-2,1,-5,6,0,2,0,2,-6,7,0,1,-1,1,-6,9,3,4,0,1,-5,9,3,2,0,3,-6,8,1,3,1,1,1
46,-5,7,0,4,-2,2,-5,7,1,3,-1,4,-5,7,2,4,-2,2,-5,6,2,5,-1,1,-3,8,2,1,-2,4,-5,8,1,3,0,4,-1
47,-5,6,3,4,0,4,-5,7,3,4,-3,4,-5,8,3,2,-1,2,-5,8,-1,4,0,4,-5,8,3,4,-2,2,-7,6,2,3,-2,2,-2
48,-5,6,3,2,0,2,-5,7,3,4,0,4,-6,9,2,4,-1,0,-5,7,3,4,-2,1,-4,6,1,4,-3,3,-3,7,2,4,-1,2,-2
49,-5,6,0,1,-1,3,-3,6,3,3,1,2,-6,6,3,3,0,1,-5,8,0,5,0,1,-5,6,2,3,-1,2,-6,8,1,4,-2,3,-3
50,-5,7,0,4,0,3,-4,6,0,2,-2,2,-3,8,2,4,-2,2,-5,7,2,2,-1,3,-4,6,3,2,-3,3,-5,9,2,4,0,1,-2
51,-6,7,3,1,-1,1,-4,9,3,1,1,3,-5,7,3,3,-3,3,-5,8,3,3,-2,4,-6,6,3,2,-2,2,-6,7,2,4,0,4,0
52,-5,7,3,4,-3,5,-6,6,3,1,-1,3,-5,8,1,4,0,2,-5,7,2,2,-3,1,-5,8,0,2,-3,4,-6,8,3,4,-3,1,-2
53,-7,9,1,4,0,3,-5,6,1,3,1,2,-7,7,0,5,0,1,-4,8,3,3,-3,2,-5,7,3,4,-2,4,-5,7,2,3,-2,4,-3
54,-4,8,1,4,0,3,-6,6,2,3,-1,2,-5,6,3,2,0,4,-7,6,1,4,-2,2,-5,7,2,2,-2,4,-5,6,3,4,-3,3,-1
55,-2,9,3,2,0,4,-2,8,0,4,-1,1,-4,8,1,4,-1,1,-4,6,3,2,0,2,-3,7,3,5,-3,1,-5,7,3,2,-1,1,-2
56,-6,7,3,4,-1,4,-5,6,0,4,2,2,-5,7,0,4,-2,2,-4,6,4,3,0,1,-5,9,3,3,0,4,-6,8,1,3,-1,2,-1
57,-5,7,3,4,1,3,-6,6,1,3,-1,1,-4,8,3,4,-2,3,-5,9,2,4,-1,4,-5,8,0,2,-2,0,-5,8,3,4,-3,4,-2
58,-6,7,3,4,-3,4,-5,6,1,4,-3,1,-5,7,1,2,-3,3,-6,6,1,4,-3,3,-5,8,2,2,-3,2,-3,7,0,4,0,1,-1
59,-4,9,3,5,1,4,-6,6,2,4,0,1,-5,6,2,0,0,4,-3,8,0,4,0,4,-4,7,0,4,1,3,-4,8,3,4,0,0,-2
60,-5,6,1,5,0,4,-5,9,3,1,-1,1,-5,6,3,5,-3,3,-5,6,1,3,-3,1,-4,7,4,5,-1,4,-4,7,5,4,0,1,-2
61,-5,7,2,4,1,1,-4,6,3,3,-3,3,-7,6,3,4,-3,3,-3,6,0,3,0,2,-6,6,2,1,-3,4,-5,9,2,1,-1,1,-1
62,-7,8,1,3,-2,3,-7,6,2,4,1,3,-4,8,3,3,0,4,-7,7,3,2,-1,3,-6,8,4,4,1,2,-5,6,3,1,1,1,-1
63,-5,8,2,2,-1,1,-4,8,2,4,0,2,-6,7,2,1,0,1,-5,7,2,4,1,3,-3,8,3,5,1,4,-4,6,0,2,-2,4,0
64,-5,7,2,3,-1,5,-6,5,2,3,-1,1,-5,9,3,5,0,2,-7,6,2,1,-1,2,-5,6,3,4,0,2,-4,10,3,4,0,4,-1
65,-4,9,3,4,0,2,-5,6,3,3,-2,2,-5,6,5,2,-4,3,-5,8,2,4,0,4,-6,7,2,4,-2,4,-5,9,3,2,-2,4,0
66,-3,9,0,4,-1,4,-4,8,0,4,-3,1,-3,7,2,6,-2,3,-5,8,3,4,0,2,-5,7,3,3,0,3,-5,6,1,2,0,4,0
67,-3,6,3,1,-1,4,-5,7,3,5,0,0,-5,7,2,3,-3,3,-5,8,3,2,-2,1,-4,9,2,5,-2,3,-5,7,2,3,-2,1,-2
68,-5,7,4,4,0,4,-7,9,3,3,0,2,-3,8,0,4,0,4,-5,7,2,3,0,3,-5,8,2,2,0,3,-6,6,5,4,0,3,-2
69,-6,7,2,4,-2,3,-4,6,3,3,-2,1,-5,7,3,4,-1,4,-5,6,3,2,0,1,-3,9,3,2,-2,4,-5,6,0,1,-2,1,-2
70,-4,6,2,3,0,1,-5,8,3,5,0,3,-4,9,2,3,0,2,-5,8,2,1,-1,2,-7,8,3,3,-3,2,-4,9,1,3,-3,1,1
71,-5,10,3,4,-1,4,-4,7,0,3,-3,3,-4,4,3,2,-2,2,-5,8,3,2,-1,4,-6,6,0,2,-1,2,-5,7,3,1,0,3,1
72,-5,8,1,4,-3,2,-4,9,1,3,-2,4,-4,6,1,4,-2,4,-5,8,3,4,-3,4,-5,7,4,4,-2,2,-5,7,3,3,-2,2,-2
73,-5,6,2,5,-3,2,-5,6,1,3,-1,1,-5,9,1,2,0,1,-4,6,3,3,-2,2,-4,6,1,3,-3,1,-5,7,2,2,-1,2,-3
74,-6,8,3,3,-2,4,-7,6,0,4,0,4,-7,7,2,3,0,6,-6,9,0,4,-2,4,-6,8,2,4,0,2,-7,7,3,3,0,2,-2
75,-5,8,3,4,-2,4,-7,7,2,1,-3,2,-5,8,1,4,-3,4,-6,7,2,3,-2,2,-2,7,0,3,-1,3,-3,7,3,3,-2,0,-2
76,-4,6,2,4,-3,4,-2,6,2,4,0,4,-5,9,2,1,-2,0,-6,6,3,3,0,4,-5,8,1,4,-3,2,-5,9,-1,2,-3,2,-2
77,-5,6,2,3,-2,4,-4,6,1,3,0,1,-3,6,2,4,-2,0,-5,7,3,4,0,1,-5,8,3,3,-1,3,-5,8,0,4,-1,1,1
78,-5,9,0,2,-1,3,-5,6,2,2,-3,4,-5,6,3,3,-3,3,-5,6,0,3,-1,1,-5,6,3,3,0,2,-7,7,2,3,0,4,-2
79,-5,8,3,1,0,4,-7,7,3,2,-2,1,-5,6,1,4,-2,2,-5,8,3,4,-1,4,-5,6,2,3,-1,1,-5,10,4,4,-2,4,0
80,-5,9,0,5,-2,2,-2,6,3,4,0,2,-3,9,1,2,0,2,-4,6,3,4,-3,4,-3,6,1,4,-3,3,-5,7,0,1,-2,3,-2
81,-5,4,2,4,0,1,-6,7,1,1,-1,2,-7,9,2,1,-1,1,-5,9,0,1,-1,3,-7,6,2,4,-2,1,-2,7,3,4,-1,3,-2
82,-5,6,2,4,0,1,-5,9,2,2,-1,3,-5,8,2,4,-2,2,-7,9,2,4,0,4,-7,6,2,4,-3,3,-5,6,3,2,-1,4,-2
83,-5,6,3,3,-5,1,-4,7,1,4,-1,4,-2,7,3,4,0,2,-6,6,1,4,0,3,-6,6,1,3,-1,2,-3,7,1,3,1,4,0
84,-5,9,2,3,-1,4,-6,7,2,4,0,2,-5,4,3,4,-1,1,-5,8,0,3,-1,1,-6,6,1,4,-2,1,-7,8,2,3,-3,1,-3
85,-5,6,2,3,-1,3,-5,7,2,4,-1,1,-4,8,3,1,-1,1,-6,7,3,4,-1,4,-4,7,2,4,-1,1,-6,7,1,4,-2,2,0
86,-5,9,4,1,-1,1,-5,6,0,1,0,1,-5,8,0,5,-3,3,-5,9,0,4,0,1,-5,6,2,4,-3,4,-6,7,2,3,-2,3,-2
87,-7,7,2,1,-3,3,-5,9,2,1,-1,2,-4,8,3,3,-2,3,-5,9,0,4,-3,1,-6,7,3,3,-2,1,-7,6,2,4,-3,3,0
