time_s,temperature_c,temperature_fit_c,temperature_normalized,raw_signal_adc,offset_raw16,contact_index,contact_time_s,contact_rise_frames,corrected_raw16,thermocouple_mV,total_mV_after_cold_junction
0.0,25.0,24.537859,-0.0,125.005076,125.005076,197,0.494123,2,0.0,0.0,0.992
0.000877,24.932265,24.519015,0.001519672,120.0,125.005076,197,0.494123,2,-5.005076,-0.002777142,0.989222858
0.003377,24.972865,24.499759,0.003072573,123.0,125.005076,197,0.494123,2,-2.005076,-0.001112547,0.990887453
0.005877,25.067598,24.479284,0.004723802,130.0,125.005076,197,0.494123,2,4.994924,0.002771509,0.994771509
0.008377,25.054064,24.460165,0.006265626,129.0,125.005076,197,0.494123,2,3.994924,0.002216644,0.994216644
0.010877,24.851065,24.439824,0.007906049,114.0,125.005076,197,0.494123,2,-11.005076,-0.006106332,0.985893668
0.013377,24.837532,24.418813,0.009600501,113.0,125.005076,197,0.494123,2,-12.005076,-0.006661197,0.985338803
0.015877,24.864598,24.39673,0.011381401,115.0,125.005076,197,0.494123,2,-10.005076,-0.005551467,0.986448533
0.018377,24.769865,24.375317,0.013108272,108.0,125.005076,197,0.494123,2,-17.005076,-0.009435523,0.982564477
0.020877,24.905198,24.352966,0.014910783,118.0,125.005076,197,0.494123,2,-7.005076,-0.003886872,0.988113128
0.023377,24.783399,24.329543,0.016799743,109.0,125.005076,197,0.494123,2,-16.005076,-0.008880657,0.983119343
0.025877,24.742799,24.306924,0.018623867,106.0,125.005076,197,0.494123,2,-19.005076,-0.010545253,0.981454747
0.028377,24.620999,24.283233,0.020534438,97.0,125.005076,197,0.494123,2,-28.005076,-0.015539038,0.976460962
0.030877,24.404466,24.26048,0.022369368,81.0,125.005076,197,0.494123,2,-44.005076,-0.024416879,0.967583121
0.033377,24.485666,24.235851,0.024355581,87.0,125.005076,197,0.494123,2,-38.005076,-0.021087689,0.970912311
0.035877,24.580399,24.212428,0.02624454,94.0,125.005076,197,0.494123,2,-31.005076,-0.017203633,0.974796367
0.038377,24.418,24.189273,0.028111888,82.0,125.005076,197,0.494123,2,-43.005076,-0.023862014,0.968137986
0.040877,24.3774,24.163304,0.03020616,79.0,125.005076,197,0.494123,2,-46.005076,-0.025526609,0.966473391
0.043377,24.120267,24.136934,0.032332851,60.0,125.005076,197,0.494123,2,-65.005076,-0.036069045,0.955930955
0.045877,24.269133,24.111769,0.034362288,71.0,125.005076,197,0.494123,2,-54.005076,-0.02996553,0.96203447
0.048377,24.363866,24.08446,0.03656462,78.0,125.005076,197,0.494123,2,-47.005076,-0.026081474,0.965918526
0.050877,24.2556,24.059027,0.038615669,70.0,125.005076,197,0.494123,2,-55.005076,-0.030520395,0.961479605
0.053377,24.242067,24.03346,0.040677523,69.0,125.005076,197,0.494123,2,-56.005076,-0.03107526,0.96092474
0.055877,24.012001,24.00709,0.042804214,52.0,125.005076,197,0.494123,2,-73.005076,-0.040507966,0.951492034
0.058377,24.079667,23.980719,0.044930904,57.0,125.005076,197,0.494123,2,-68.005076,-0.03773364,0.95426636
0.060877,23.984558,23.954214,0.047068401,50.0,125.005076,197,0.494123,2,-75.005076,-0.041617696,0.950382304
0.063377,24.1744,23.928245,0.049162673,64.0,125.005076,197,0.494123,2,-61.005076,-0.033849585,0.958150415
0.065877,24.106734,23.901338,0.051332587,59.0,125.005076,197,0.494123,2,-66.005076,-0.03662391,0.95537609
0.068377,23.83197,23.873226,0.053599755,39.0,125.005076,197,0.494123,2,-86.005076,-0.047721211,0.944278789
0.070877,23.859713,23.845381,0.055845311,41.0,125.005076,197,0.494123,2,-84.005076,-0.046611481,0.945388519
0.073377,23.887456,23.816866,0.058144897,43.0,125.005076,197,0.494123,2,-82.005076,-0.045501751,0.946498249
0.075877,23.887456,23.788217,0.060455288,43.0,125.005076,197,0.494123,2,-82.005076,-0.045501751,0.946498249
0.078377,23.790355,23.759837,0.062744068,36.0,125.005076,197,0.494123,2,-89.005076,-0.049385807,0.942614193
0.080877,23.66551,23.729978,0.065152019,27.0,125.005076,197,0.494123,2,-98.005076,-0.054379592,0.937620408
0.083377,23.66551,23.701866,0.067419187,27.0,125.005076,197,0.494123,2,-98.005076,-0.054379592,0.937620408
0.085877,23.720997,23.671458,0.069871442,31.0,125.005076,197,0.494123,2,-94.005076,-0.052160132,0.939839868
0.088377,23.526794,23.640226,0.072390154,17.0,125.005076,197,0.494123,2,-108.005076,-0.059928243,0.932071757
0.090877,23.66551,23.610639,0.074776187,27.0,125.005076,197,0.494123,2,-98.005076,-0.054379592,0.937620408
0.093377,23.679382,23.579957,0.077250595,28.0,125.005076,197,0.494123,2,-97.005076,-0.053824727,0.938175273
0.095877,23.554537,23.549274,0.079725002,19.0,125.005076,197,0.494123,2,-106.005076,-0.058818513,0.933181487
0.098377,23.526794,23.518455,0.082210486,17.0,125.005076,197,0.494123,2,-108.005076,-0.059928243,0.932071757
0.100877,23.471307,23.486399,0.084795655,13.0,125.005076,197,0.494123,2,-112.005076,-0.062147703,0.929852297
0.103377,23.277105,23.455442,0.087292214,-1.0,125.005076,197,0.494123,2,-126.005076,-0.069915814,0.922084186
0.105877,23.554537,23.424484,0.089788774,19.0,125.005076,197,0.494123,2,-106.005076,-0.058818513,0.933181487
0.108377,23.290976,23.392291,0.092385019,0.0,125.005076,197,0.494123,2,-125.005076,-0.069360949,0.922639051
0.110877,23.415821,23.360235,0.094970187,9.0,125.005076,197,0.494123,2,-116.005076,-0.064367163,0.927632837
0.113377,23.193875,23.327355,0.097621813,-7.0,125.005076,197,0.494123,2,-132.005076,-0.073245004,0.918754996
0.115877,23.290976,23.29475,0.100251286,0.0,125.005076,197,0.494123,2,-125.005076,-0.069360949,0.922639051
0.118377,23.193875,23.25981,0.103069052,-7.0,125.005076,197,0.494123,2,-132.005076,-0.073245004,0.918754996
0.120877,22.986147,23.226793,0.105731753,-22.0,125.005076,197,0.494123,2,-147.005076,-0.08156798,0.91043202
0.123377,23.110645,23.192539,0.10849414,-13.0,125.005076,197,0.494123,2,-138.005076,-0.076574194,0.915425806
0.125877,23.096774,23.158011,0.111278678,-14.0,125.005076,197,0.494123,2,-139.005076,-0.077129059,0.914870941
0.128377,23.055159,23.123055,0.114097741,-17.0,125.005076,197,0.494123,2,-142.005076,-0.078793655,0.913206345
0.130877,22.932014,23.089208,0.116827384,-26.0,125.005076,197,0.494123,2,-151.005076,-0.08378744,0.90821256
0.133377,23.06903,23.052637,0.119776658,-16.0,125.005076,197,0.494123,2,-141.005076,-0.07823879,0.91376121
0.135877,22.945547,23.015651,0.122759431,-25.0,125.005076,197,0.494123,2,-150.005076,-0.083232575,0.908767425
0.138377,22.87788,22.981224,0.12553581,-30.0,125.005076,197,0.494123,2,-155.005076,-0.0860069,0.9059931
0.140877,22.769614,22.947755,0.128234926,-38.0,125.005076,197,0.494123,2,-163.005076,-0.090445821,0.901554179
0.143377,22.837281,22.911821,0.131132872,-33.0,125.005076,197,0.494123,2,-158.005076,-0.087671496,0.904328504
0.145877,22.742548,22.878472,0.133822264,-40.0,125.005076,197,0.494123,2,-165.005076,-0.091555551,0.900444449
0.148377,22.634281,22.842548,0.136719399,-48.0,125.005076,197,0.494123,2,-173.005076,-0.095994471,0.896005529
0.150877,22.715481,22.806594,0.139618966,-42.0,125.005076,197,0.494123,2,-167.005076,-0.092665281,0.899334719
0.153377,22.607215,22.772277,0.14238643,-50.0,125.005076,197,0.494123,2,-175.005076,-0.097104202,0.894895798
0.155877,22.701948,22.737931,0.145156326,-43.0,125.005076,197,0.494123,2,-168.005076,-0.093220146,0.898779854
0.158377,22.512482,22.705728,0.147753326,-57.0,125.005076,197,0.494123,2,-182.005076,-0.100988257,0.891011743
0.160877,22.634281,22.673134,0.150381934,-48.0,125.005076,197,0.494123,2,-173.005076,-0.095994471,0.896005529
0.163377,22.661348,22.638502,0.153174792,-46.0,125.005076,197,0.494123,2,-171.005076,-0.094884741,0.897115259
0.165877,22.377149,22.606715,0.155738294,-67.0,125.005076,197,0.494123,2,-192.005076,-0.106536907,0.885463093
0.168377,22.336549,22.572995,0.158457671,-70.0,125.005076,197,0.494123,2,-195.005076,-0.108201503,0.883798497
0.170877,22.458348,22.541821,0.160971736,-61.0,125.005076,197,0.494123,2,-186.005076,-0.103207717,0.888792283
0.173377,22.241816,22.510272,0.163516057,-77.0,125.005076,197,0.494123,2,-202.005076,-0.112085558,0.879914442
0.175877,22.431282,22.477235,0.166180324,-63.0,125.005076,197,0.494123,2,-188.005076,-0.104317447,0.887682553
0.178377,22.417748,22.443759,0.168879981,-64.0,125.005076,197,0.494123,2,-189.005076,-0.104872312,0.887127688
0.180877,22.336549,22.409731,0.171624212,-70.0,125.005076,197,0.494123,2,-195.005076,-0.108201503,0.883798497
0.183377,22.336549,22.379629,0.174051829,-70.0,125.005076,197,0.494123,2,-195.005076,-0.108201503,0.883798497
0.185877,22.323015,22.347208,0.176666389,-71.0,125.005076,197,0.494123,2,-196.005076,-0.108756368,0.883243632
0.188377,22.377149,22.316142,0.179171778,-67.0,125.005076,197,0.494123,2,-192.005076,-0.106536907,0.885463093
0.190877,22.282416,22.281959,0.181928437,-74.0,125.005076,197,0.494123,2,-199.005076,-0.110420963,0.881579037
0.193377,22.160616,22.248722,0.184608913,-83.0,125.005076,197,0.494123,2,-208.005076,-0.115414748,0.876585252
0.195877,22.187682,22.219715,0.186948161,-81.0,125.005076,197,0.494123,2,-206.005076,-0.114305018,0.877694982
0.198377,22.120016,22.188649,0.18945355,-86.0,125.005076,197,0.494123,2,-211.005076,-0.117079344,0.874920656
0.200877,22.106483,22.156483,0.192047548,-87.0,125.005076,197,0.494123,2,-212.005076,-0.117634209,0.874365791
0.203377,22.133549,22.12473,0.194608318,-85.0,125.005076,197,0.494123,2,-210.005076,-0.116524479,0.875475521
0.205877,21.9843,22.093938,0.197091555,-96.0,125.005076,197,0.494123,2,-221.005076,-0.122627994,0.869372006
0.208377,22.160616,22.065755,0.199364346,-83.0,125.005076,197,0.494123,2,-208.005076,-0.115414748,0.876585252
0.210877,21.928814,22.037024,0.201681441,-100.0,125.005076,197,0.494123,2,-225.005076,-0.124847454,0.867152546
0.213377,21.845584,22.005545,0.204220059,-106.0,125.005076,197,0.494123,2,-231.005076,-0.128176645,0.863823355
0.215877,22.01175,21.97695,0.206526078,-94.0,125.005076,197,0.494123,2,-219.005076,-0.121518264,0.870481736
0.218377,21.90107,21.946571,0.208976087,-102.0,125.005076,197,0.494123,2,-227.005076,-0.125957184,0.866042816
0.220877,21.90107,21.913993,0.211603313,-102.0,125.005076,197,0.494123,2,-227.005076,-0.125957184,0.866042816
0.223377,21.887199,21.883888,0.21403117,-103.0,125.005076,197,0.494123,2,-228.005076,-0.12651205,0.86548795
0.225877,21.762354,21.855156,0.216348265,-112.0,125.005076,197,0.494123,2,-237.005076,-0.131505835,0.860494165
0.228377,21.873327,21.824227,0.218842578,-104.0,125.005076,197,0.494123,2,-229.005076,-0.127066915,0.864933085
0.230877,21.873327,21.79577,0.221137522,-104.0,125.005076,197,0.494123,2,-229.005076,-0.127066915,0.864933085
0.233377,21.748482,21.765115,0.223609682,-113.0,125.005076,197,0.494123,2,-238.005076,-0.1320607,0.8599393
0.235877,21.762354,21.736658,0.225904626,-112.0,125.005076,197,0.494123,2,-237.005076,-0.131505835,0.860494165
0.238377,21.679124,21.707102,0.228288178,-118.0,125.005076,197,0.494123,2,-243.005076,-0.134835025,0.857164975
0.240877,21.706868,21.679606,0.230505588,-116.0,125.005076,197,0.494123,2,-241.005076,-0.133725295,0.858274705
0.243377,21.47105,21.651973,0.232734075,-133.0,125.005076,197,0.494123,2,-258.005076,-0.143158001,0.848841999
0.245877,21.665253,21.624203,0.234973638,-119.0,125.005076,197,0.494123,2,-244.005076,-0.13538989,0.85661011
0.248377,21.540408,21.597116,0.237158097,-128.0,125.005076,197,0.494123,2,-253.005076,-0.140383676,0.851616324
0.250877,21.512665,21.56962,0.239375507,-130.0,125.005076,197,0.494123,2,-255.005076,-0.141493406,0.850506594
0.253377,21.401692,21.541575,0.241637222,-138.0,125.005076,197,0.494123,2,-263.005076,-0.145932327,0.846067673
0.255877,21.55428,21.516277,0.243677415,-127.0,125.005076,197,0.494123,2,-252.005076,-0.139828811,0.852171189
0.258377,21.373949,21.49,0.245796498,-140.0,125.005076,197,0.494123,2,-265.005076,-0.147042057,0.844957943
0.260877,21.318462,21.462092,0.248047137,-144.0,125.005076,197,0.494123,2,-269.005076,-0.149261517,0.842738483
0.263377,21.373949,21.436369,0.250121645,-140.0,125.005076,197,0.494123,2,-265.005076,-0.147042057,0.844957943
0.265877,21.457178,21.409667,0.252275037,-134.0,125.005076,197,0.494123,2,-259.005076,-0.143712866,0.848287134
0.268377,21.235232,21.384037,0.254341981,-150.0,125.005076,197,0.494123,2,-275.005076,-0.152590707,0.839409293
0.270877,21.401692,21.359522,0.256318966,-138.0,125.005076,197,0.494123,2,-263.005076,-0.145932327,0.846067673
0.273377,21.276847,21.333474,0.258419678,-147.0,125.005076,197,0.494123,2,-272.005076,-0.150926112,0.841073888
0.275877,21.152003,21.30836,0.260445019,-156.0,125.005076,197,0.494123,2,-281.005076,-0.155919898,0.836080102
0.278377,21.276847,21.282716,0.262513044,-147.0,125.005076,197,0.494123,2,-272.005076,-0.150926112,0.841073888
0.280877,21.152003,21.258007,0.264505697,-156.0,125.005076,197,0.494123,2,-281.005076,-0.155919898,0.836080102
0.283377,21.152003,21.230726,0.266705838,-156.0,125.005076,197,0.494123,2,-281.005076,-0.155919898,0.836080102
0.285877,21.193617,21.207504,0.268578545,-153.0,125.005076,197,0.494123,2,-278.005076,-0.154255302,0.837744698
0.288377,21.082644,21.181295,0.270692237,-161.0,125.005076,197,0.494123,2,-286.005076,-0.158694223,0.833305777
0.290877,21.207489,21.155089,0.272805647,-152.0,125.005076,197,0.494123,2,-277.005076,-0.153700437,0.838299563
0.293377,20.971671,21.133757,0.27452599,-169.0,125.005076,197,0.494123,2,-294.005076,-0.163133143,0.828866857
0.295877,20.971671,21.108887,0.276531623,-169.0,125.005076,197,0.494123,2,-294.005076,-0.163133143,0.828866857
0.298377,21.082644,21.084285,0.278515645,-161.0,125.005076,197,0.494123,2,-286.005076,-0.158694223,0.833305777
0.300877,21.027158,21.061693,0.280337576,-165.0,125.005076,197,0.494123,2,-290.005076,-0.160913683,0.831086317
0.303377,20.87457,21.037092,0.282321598,-176.0,125.005076,197,0.494123,2,-301.005076,-0.167017199,0.824982801
0.305877,20.805212,21.013026,0.284262395,-181.0,125.005076,197,0.494123,2,-306.005076,-0.169791524,0.822208476
0.308377,20.971671,20.989228,0.286181581,-169.0,125.005076,197,0.494123,2,-294.005076,-0.163133143,0.828866857
0.310877,20.805212,20.964492,0.288176408,-181.0,125.005076,197,0.494123,2,-306.005076,-0.169791524,0.822208476
0.313377,20.846827,20.939757,0.290171235,-178.0,125.005076,197,0.494123,2,-303.005076,-0.168126929,0.823873071
0.315877,20.721982,20.914485,0.292209286,-187.0,125.005076,197,0.494123,2,-312.005076,-0.173120714,0.818879286
0.318377,20.749725,20.891491,0.294063636,-185.0,125.005076,197,0.494123,2,-310.005076,-0.172010984,0.819989016
0.320877,20.902313,20.867961,0.295961209,-174.0,125.005076,197,0.494123,2,-299.005076,-0.165907469,0.826092531
0.323377,20.721982,20.843896,0.297902007,-187.0,125.005076,197,0.494123,2,-312.005076,-0.173120714,0.818879286
0.325877,20.638752,20.818356,0.29996167,-193.0,125.005076,197,0.494123,2,-318.005076,-0.176449905,0.815550095
0.328377,20.680367,20.79429,0.301902467,-190.0,125.005076,197,0.494123,2,-315.005076,-0.174785309,0.817214691
0.330877,20.680367,20.770894,0.303789235,-190.0,125.005076,197,0.494123,2,-315.005076,-0.174785309,0.817214691
0.333377,20.819084,20.748038,0.305632473,-180.0,125.005076,197,0.494123,2,-305.005076,-0.169236659,0.822763341
0.335877,20.763597,20.721293,0.307789389,-184.0,125.005076,197,0.494123,2,-309.005076,-0.171456119,0.820543881
0.338377,20.541651,20.697646,0.309696382,-200.0,125.005076,197,0.494123,2,-325.005076,-0.18033396,0.81166604
0.340877,20.638752,20.676566,0.311396442,-193.0,125.005076,197,0.494123,2,-318.005076,-0.176449905,0.815550095
0.343377,20.597138,20.65384,0.313229179,-196.0,125.005076,197,0.494123,2,-321.005076,-0.1781145,0.8138855
0.345877,20.389063,20.630066,0.315146438,-211.0,125.005076,197,0.494123,2,-336.005076,-0.186437476,0.805562524
0.348377,20.513908,20.607364,0.31697725,-202.0,125.005076,197,0.494123,2,-327.005076,-0.18144369,0.81055631
0.350877,20.624881,20.584264,0.318840209,-194.0,125.005076,197,0.494123,2,-319.005076,-0.17700477,0.81499523
0.353377,20.347448,20.561997,0.3206359,-214.0,125.005076,197,0.494123,2,-339.005076,-0.188102071,0.803897929
0.355877,20.402935,20.539972,0.322412142,-210.0,125.005076,197,0.494123,2,-335.005076,-0.185882611,0.806117389
0.358377,20.458421,20.516339,0.324318054,-206.0,125.005076,197,0.494123,2,-331.005076,-0.18366315,0.80833685
0.360877,20.416806,20.49354,0.3261567,-209.0,125.005076,197,0.494123,2,-334.005076,-0.185327746,0.806672254
0.363377,20.430678,20.470603,0.328006421,-208.0,125.005076,197,0.494123,2,-333.005076,-0.18477288,0.80722712
0.365877,20.416806,20.448089,0.329822104,-209.0,125.005076,197,0.494123,2,-334.005076,-0.185327746,0.806672254
0.368377,20.500036,20.425568,0.331638328,-203.0,125.005076,197,0.494123,2,-328.005076,-0.181998555,0.810001445
0.370877,20.389063,20.406052,0.333212227,-211.0,125.005076,197,0.494123,2,-336.005076,-0.186437476,0.805562524
0.373377,20.250347,20.383407,0.335038446,-221.0,125.005076,197,0.494123,2,-346.005076,-0.191986126,0.800013874
0.375877,20.333577,20.362266,0.336743368,-215.0,125.005076,197,0.494123,2,-340.005076,-0.188656936,0.803343064
0.378377,20.264218,20.343677,0.338242436,-220.0,125.005076,197,0.494123,2,-345.005076,-0.191431261,0.800568739
0.380877,20.500036,20.325384,0.339717732,-203.0,125.005076,197,0.494123,2,-328.005076,-0.181998555,0.810001445
0.383377,20.27809,20.303168,0.341509371,-219.0,125.005076,197,0.494123,2,-344.005076,-0.190876396,0.801123604
0.385877,20.250347,20.283809,0.343070574,-221.0,125.005076,197,0.494123,2,-346.005076,-0.191986126,0.800013874
0.388377,20.347448,20.262453,0.344792786,-214.0,125.005076,197,0.494123,2,-339.005076,-0.188102071,0.803897929
0.390877,20.180989,20.242291,0.346418824,-226.0,125.005076,197,0.494123,2,-351.005076,-0.194760452,0.797239548
0.393377,20.180989,20.221036,0.348132931,-226.0,125.005076,197,0.494123,2,-351.005076,-0.194760452,0.797239548
0.395877,20.36132,20.200639,0.34977788,-213.0,125.005076,197,0.494123,2,-338.005076,-0.187547206,0.804452794
0.398377,20.111631,20.179263,0.351501712,-231.0,125.005076,197,0.494123,2,-356.005076,-0.197534777,0.794465223
0.400877,20.097759,20.159258,0.353115054,-232.0,125.005076,197,0.494123,2,-357.005076,-0.198089642,0.793910358
0.403377,20.125502,20.139953,0.354671934,-230.0,125.005076,197,0.494123,2,-355.005076,-0.196979912,0.795020088
0.405877,20.111631,20.119679,0.356306887,-231.0,125.005076,197,0.494123,2,-356.005076,-0.197534777,0.794465223
0.408377,19.946508,20.099972,0.357896186,-243.0,125.005076,197,0.494123,2,-368.005076,-0.204193157,0.787806843
0.410877,20.167117,20.081203,0.359409842,-227.0,125.005076,197,0.494123,2,-352.005076,-0.195315317,0.796684683
0.413377,19.987108,20.06162,0.360989145,-240.0,125.005076,197,0.494123,2,-365.005076,-0.202528562,0.789471438
0.415877,20.014529,20.042331,0.362544674,-238.0,125.005076,197,0.494123,2,-363.005076,-0.201418832,0.790581168
0.418377,20.222604,20.022209,0.364167471,-223.0,125.005076,197,0.494123,2,-348.005076,-0.193095856,0.798904144
0.420877,19.824709,20.003885,0.365645198,-252.0,125.005076,197,0.494123,2,-377.005076,-0.209186943,0.782813057
0.423377,19.973575,19.986097,0.367079701,-241.0,125.005076,197,0.494123,2,-366.005076,-0.203083427,0.788916573
0.425877,19.960042,19.966407,0.368667648,-242.0,125.005076,197,0.494123,2,-367.005076,-0.203638292,0.788361708
0.428377,19.946508,19.946864,0.370243709,-243.0,125.005076,197,0.494123,2,-368.005076,-0.204193157,0.787806843
0.430877,19.987108,19.928564,0.371719545,-240.0,125.005076,197,0.494123,2,-365.005076,-0.202528562,0.789471438
0.433377,19.932975,19.909858,0.373228085,-244.0,125.005076,197,0.494123,2,-369.005076,-0.204748023,0.787251977
0.435877,19.838242,19.89073,0.374770648,-251.0,125.005076,197,0.494123,2,-376.005076,-0.208632078,0.783367922
0.438377,19.824709,19.872848,0.376212731,-252.0,125.005076,197,0.494123,2,-377.005076,-0.209186943,0.782813057
0.440877,19.824709,19.855493,0.377612385,-252.0,125.005076,197,0.494123,2,-377.005076,-0.209186943,0.782813057
0.443377,19.960042,19.838023,0.37902124,-242.0,125.005076,197,0.494123,2,-367.005076,-0.203638292,0.788361708
0.445877,19.784109,19.821361,0.380364973,-255.0,125.005076,197,0.494123,2,-380.005076,-0.210851538,0.781148462
0.448377,19.757042,19.802518,0.381884589,-257.0,125.005076,197,0.494123,2,-382.005076,-0.211961268,0.780038732
0.450877,19.54051,19.785594,0.383249394,-273.0,125.005076,197,0.494123,2,-398.005076,-0.220839109,0.771160891
0.453377,19.675842,19.767987,0.384669325,-263.0,125.005076,197,0.494123,2,-388.005076,-0.215290459,0.776709541
0.455877,19.770576,19.751342,0.386011724,-256.0,125.005076,197,0.494123,2,-381.005076,-0.211406403,0.780593597
0.458377,19.675842,19.732911,0.387498112,-263.0,125.005076,197,0.494123,2,-388.005076,-0.215290459,0.776709541
0.460877,19.45931,19.712007,0.389183869,-279.0,125.005076,197,0.494123,2,-404.005076,-0.2241683,0.7678317
0.463377,19.54051,19.692889,0.390725638,-273.0,125.005076,197,0.494123,2,-398.005076,-0.220839109,0.771160891
0.465877,19.716442,19.676931,0.392012656,-260.0,125.005076,197,0.494123,2,-385.005076,-0.213625863,0.778374137
0.468377,19.716442,19.660697,0.393321826,-260.0,125.005076,197,0.494123,2,-385.005076,-0.213625863,0.778374137
0.470877,19.49991,19.643365,0.394719605,-276.0,125.005076,197,0.494123,2,-401.005076,-0.222503704,0.769496296
0.473377,19.608176,19.628642,0.395906939,-268.0,125.005076,197,0.494123,2,-393.005076,-0.218064784,0.773935216
0.475877,19.554043,19.611584,0.397282566,-272.0,125.005076,197,0.494123,2,-397.005076,-0.220284244,0.771715756
0.478377,19.513443,19.594389,0.398669269,-275.0,125.005076,197,0.494123,2,-400.005076,-0.221948839,0.770051161
0.480877,19.648776,19.578018,0.399989515,-265.0,125.005076,197,0.494123,2,-390.005076,-0.216400189,0.775599811
0.483377,19.486376,19.560411,0.401409446,-277.0,125.005076,197,0.494123,2,-402.005076,-0.223058569,0.768941431
0.485877,19.445776,19.544864,0.402663236,-280.0,125.005076,197,0.494123,2,-405.005076,-0.224723165,0.767276835
0.488377,19.445776,19.528905,0.403950254,-280.0,125.005076,197,0.494123,2,-405.005076,-0.224723165,0.767276835
0.490877,19.405177,19.511436,0.405359109,-283.0,125.005076,197,0.494123,2,-408.005076,-0.22638776,0.76561224
0.493377,19.432243,19.49424,0.406745812,-281.0,125.005076,197,0.494123,2,-406.005076,-0.22527803,0.76672197
0.495877,19.49991,19.476633,0.408165744,-276.0,125.005076,197,0.494123,2,-401.005076,-0.222503704,0.769496296
0.498377,19.37811,19.458752,0.409607827,-285.0,125.005076,197,0.494123,2,-410.005076,-0.22749749,0.76450251
0.500877,19.405177,19.444029,0.410795161,-283.0,125.005076,197,0.494123,2,-408.005076,-0.22638776,0.76561224
0.503377,19.635243,19.426559,0.412204016,-266.0,125.005076,197,0.494123,2,-391.005076,-0.216955054,0.775044946
0.505877,19.554043,19.411562,0.413413501,-272.0,125.005076,197,0.494123,2,-397.005076,-0.220284244,0.771715756
0.508377,19.310444,19.392169,0.414977422,-290.0,125.005076,197,0.494123,2,-415.005076,-0.230271815,0.761728185
0.510877,19.41871,19.374425,0.416408429,-282.0,125.005076,197,0.494123,2,-407.005076,-0.225832895,0.766167105
0.513377,19.161577,19.357779,0.417750828,-301.0,125.005076,197,0.494123,2,-426.005076,-0.236375331,0.755624669
0.515877,19.33751,19.340309,0.419159683,-288.0,125.005076,197,0.494123,2,-413.005076,-0.229162085,0.762837915
0.518377,19.310444,19.325175,0.420380245,-290.0,125.005076,197,0.494123,2,-415.005076,-0.230271815,0.761728185
0.520877,19.175111,19.31004,0.421600806,-300.0,125.005076,197,0.494123,2,-425.005076,-0.235820466,0.756179534
0.523377,19.242777,19.292021,0.423053966,-295.0,125.005076,197,0.494123,2,-420.005076,-0.23304614,0.75895386
0.525877,19.25631,19.276748,0.424285603,-294.0,125.005076,197,0.494123,2,-419.005076,-0.232491275,0.759508725
0.528377,19.202177,19.260515,0.425594774,-298.0,125.005076,197,0.494123,2,-423.005076,-0.234710736,0.757289264
0.530877,19.229244,19.245517,0.426804259,-296.0,125.005076,197,0.494123,2,-421.005076,-0.233601005,0.758398995
0.533377,19.161577,19.23052,0.428013744,-301.0,125.005076,197,0.494123,2,-426.005076,-0.236375331,0.755624669
0.535877,19.25631,19.215784,0.429202145,-294.0,125.005076,197,0.494123,2,-419.005076,-0.232491275,0.759508725
0.538377,19.21571,19.199001,0.43055562,-297.0,125.005076,197,0.494123,2,-422.005076,-0.234155871,0.757844129
0.540877,19.134511,19.185785,0.431621374,-303.0,125.005076,197,0.494123,2,-428.005076,-0.237485061,0.754514939
0.543377,19.175111,19.171063,0.432808707,-300.0,125.005076,197,0.494123,2,-425.005076,-0.235820466,0.756179534
0.545877,19.120977,19.153181,0.43425079,-304.0,125.005076,197,0.494123,2,-429.005076,-0.238039926,0.753960074
0.548377,19.175111,19.138964,0.435397318,-300.0,125.005076,197,0.494123,2,-425.005076,-0.235820466,0.756179534
0.550877,19.093911,19.122586,0.436718092,-306.0,125.005076,197,0.494123,2,-431.005076,-0.239149656,0.752850344
0.553377,19.053311,19.108403,0.437861919,-309.0,125.005076,197,0.494123,2,-434.005076,-0.240814251,0.751185749
0.555877,19.026244,19.093118,0.439094624,-311.0,125.005076,197,0.494123,2,-436.005076,-0.241923981,0.750076019
0.558377,18.915927,19.07743,0.440359747,-319.0,125.005076,197,0.494123,2,-444.005076,-0.246362902,0.745637098
0.560877,19.039778,19.062965,0.441526266,-310.0,125.005076,197,0.494123,2,-435.005076,-0.241369116,0.750630884
0.563377,18.999157,19.047928,0.442738981,-313.0,125.005076,197,0.494123,2,-438.005076,-0.243033711,0.748966289
0.565877,19.093911,19.033848,0.443874432,-306.0,125.005076,197,0.494123,2,-431.005076,-0.239149656,0.752850344
0.568377,18.957542,19.020593,0.444943428,-316.0,125.005076,197,0.494123,2,-441.005076,-0.244698307,0.747301693
0.570877,19.066844,19.005585,0.446153711,-308.0,125.005076,197,0.494123,2,-433.005076,-0.240259386,0.751740614
0.573377,18.999157,18.990947,0.447334277,-313.0,125.005076,197,0.494123,2,-438.005076,-0.243033711,0.748966289
0.575877,19.012711,18.9774,0.448426776,-312.0,125.005076,197,0.494123,2,-437.005076,-0.242478846,0.749521154
0.578377,18.860441,18.964486,0.449468216,-323.0,125.005076,197,0.494123,2,-448.005076,-0.248582362,0.743417638
0.580877,18.999157,18.951743,0.450495878,-313.0,125.005076,197,0.494123,2,-438.005076,-0.243033711,0.748966289
0.583377,18.818826,18.938062,0.451599182,-326.0,125.005076,197,0.494123,2,-451.005076,-0.250246957,0.741753043
0.585877,18.707853,18.92422,0.452715453,-334.0,125.005076,197,0.494123,2,-459.005076,-0.254685878,0.737314122
